Datetime,Open,High,Low,Close,Adj Close,Volume
2022-01-03 09:15:00+05:30,5897.60009765625,5983.75,5891.7001953125,5963.39990234375,5963.39990234375,0
2022-01-03 10:15:00+05:30,5963.39990234375,5972.5,5950.0,5967.7998046875,5967.7998046875,13043
2022-01-03 11:15:00+05:30,5966.0,5970.0,5941.0,5944.75,5944.75,12746
2022-01-03 12:15:00+05:30,5944.7998046875,5950.0,5922.0,5927.0,5927.0,8996
2022-01-03 13:15:00+05:30,5927.0,5930.0,5901.0,5909.0,5909.0,9839
2022-01-03 14:15:00+05:30,5907.7001953125,5910.7001953125,5868.0,5895.0,5895.0,18080
2022-01-03 15:15:00+05:30,5891.89990234375,5920.0,5886.0,5893.64990234375,5893.64990234375,8743
2022-01-04 09:15:00+05:30,5931.9501953125,5974.7998046875,5895.14990234375,5949.0,5949.0,0
2022-01-04 10:15:00+05:30,5952.0,5969.89990234375,5939.0,5939.25,5939.25,12750
2022-01-04 11:15:00+05:30,5939.25,5960.0,5935.0,5948.85009765625,5948.85009765625,8623
2022-01-04 12:15:00+05:30,5949.7998046875,5960.0,5946.10009765625,5949.2001953125,5949.2001953125,6735
2022-01-04 13:15:00+05:30,5946.5,5989.4501953125,5941.0498046875,5972.60009765625,5972.60009765625,20972
2022-01-04 14:15:00+05:30,5968.89990234375,5986.14990234375,5968.60009765625,5975.0,5975.0,13433
2022-01-04 15:15:00+05:30,5975.89990234375,5987.0,5973.0,5985.0,5985.0,8351
2022-01-05 09:15:00+05:30,5988.0,6026.0,5889.0,5950.9501953125,5950.9501953125,0
2022-01-05 10:15:00+05:30,5954.89990234375,5996.0,5922.0498046875,5931.7001953125,5931.7001953125,15624
2022-01-05 11:15:00+05:30,5931.64990234375,5962.0,5909.9501953125,5954.0,5954.0,11037
2022-01-05 12:15:00+05:30,5955.5,5960.0,5936.35009765625,5950.89990234375,5950.89990234375,5403
2022-01-05 13:15:00+05:30,5948.0498046875,5959.10009765625,5932.7001953125,5941.64990234375,5941.64990234375,11411
2022-01-05 14:15:00+05:30,5941.64990234375,5970.0,5932.0,5969.10009765625,5969.10009765625,11046
2022-01-05 15:15:00+05:30,5969.14990234375,5979.9501953125,5942.0,5942.0,5942.0,8973
2022-01-06 09:15:00+05:30,5899.9501953125,5899.9501953125,5805.0,5860.0,5860.0,34062
2022-01-06 10:15:00+05:30,5860.0,5860.0,5831.0,5849.0,5849.0,11980
2022-01-06 11:15:00+05:30,5850.2001953125,5859.25,5840.0,5846.60009765625,5846.60009765625,7550
