Date,Open,High,Low,Close,Adj Close,Volume
2022-04-29,759.9500122070312,766.6500244140625,745.0,745.9500122070312,740.2299194335938,1428538
2022-05-02,740.0,742.7000122070312,730.1500244140625,737.5,731.8446655273438,1299170
2022-05-04,740.0,744.7000122070312,719.1500244140625,721.6500244140625,716.1162719726562,1654040
2022-05-05,729.9500122070312,732.5999755859375,714.2000122070312,717.2000122070312,711.7003784179688,1245236
2022-05-06,710.0,710.9500122070312,700.0,704.5499877929688,699.1473388671875,2164692
2022-05-09,699.0,702.4500122070312,684.25,690.75,685.4532470703125,1879751
2022-05-10,688.75,698.7999877929688,675.0,678.75,673.5452270507812,1497882
2022-05-11,678.9000244140625,688.0,643.6500244140625,657.0999755859375,652.0612182617188,2586387
2022-05-12,653.0,653.0,618.0,620.6500244140625,615.8908081054688,3756193
2022-05-13,626.0,661.0,626.0,651.7999877929688,646.8018798828125,3683558
2022-05-16,657.8499755859375,659.8499755859375,639.5499877929688,653.75,648.7369384765625,2251248
2022-05-17,655.4500122070312,687.0,650.5499877929688,683.1500244140625,677.9114990234375,2795767
2022-05-18,686.2000122070312,692.6500244140625,668.5999755859375,671.75,666.598876953125,2385266
2022-05-19,644.0,661.4500122070312,644.0,654.8499755859375,649.8284301757812,2189389
2022-05-20,670.0,670.0,656.0,662.25,657.1717529296875,1380474
2022-05-23,665.0,676.4000244140625,651.5499877929688,653.25,648.24072265625,2459723
2022-05-24,659.6500244140625,659.6500244140625,639.0,651.1500244140625,646.1569213867188,2143475
2022-05-25,655.0,658.25,637.0,647.4500122070312,642.4852294921875,2333806
2022-05-26,648.0,652.0,625.25,639.4000244140625,634.4969482421875,2987486
2022-05-27,649.0,665.0,648.0,652.4500122070312,647.4468994140625,2191764
2022-05-30,663.5,713.0,662.8499755859375,695.0999755859375,689.769775390625,7812575
2022-05-31,705.0,711.0,677.3499755859375,692.6500244140625,687.338623046875,8925215
2022-06-01,692.6500244140625,698.8499755859375,685.0499877929688,687.7999877929688,682.5258178710938,2016185
2022-06-02,687.0,692.0999755859375,671.5999755859375,673.0999755859375,667.9385375976562,2332416
2022-06-03,681.0,685.0,664.2999877929688,665.4000244140625,660.297607421875,2642554
2022-06-06,665.0,665.0,648.1500244140625,657.9000244140625,652.8551025390625,1819887
2022-06-07,657.0,665.0,650.0,654.7000122070312,649.6796264648438,1587641
2022-06-08,654.7000122070312,663.2999877929688,645.0,647.5999755859375,642.634033203125,1797454
2022-06-09,644.4500122070312,651.9000244140625,641.4500122070312,649.5,644.51953125,1149323
2022-06-10,642.0,649.7999877929688,641.1500244140625,644.6500244140625,639.7067260742188,982264
2022-06-13,635.0,635.0,621.7000122070312,626.6500244140625,621.8447265625,2000311
2022-06-14,624.0,635.0,619.5,623.2000122070312,618.4212036132812,1952853
2022-06-15,624.9500122070312,632.4500122070312,622.2000122070312,623.3499755859375,618.5700073242188,971460
2022-06-16,633.5999755859375,633.9500122070312,597.2000122070312,600.0999755859375,595.498291015625,2867076
2022-06-17,599.0,601.0499877929688,581.4500122070312,594.3499755859375,589.7924194335938,3552167
2022-06-20,590.0,597.9000244140625,568.4500122070312,574.25,569.8465576171875,2426937
2022-06-21,578.0,603.0,574.0499877929688,599.8499755859375,595.250244140625,3366401
2022-06-22,597.7000122070312,597.7000122070312,584.1500244140625,589.7999877929688,585.2772827148438,1686383
2022-06-23,589.7999877929688,595.7999877929688,581.9000244140625,589.5,584.9796142578125,2026544
2022-06-24,592.0499877929688,599.9500122070312,590.5999755859375,596.5,591.9259033203125,1938626
2022-06-27,605.0499877929688,615.0,602.5,613.0,608.2993774414062,2296044
2022-06-28,610.5499877929688,623.5,603.7999877929688,620.0499877929688,615.2952880859375,2017990
2022-06-29,612.0,614.9500122070312,597.0,601.1500244140625,596.540283203125,2143251
2022-06-30,601.1500244140625,603.9000244140625,575.0,576.2000122070312,571.7816162109375,3232913
2022-07-01,576.2000122070312,585.7999877929688,575.7000122070312,579.2000122070312,574.7586059570312,1928361
2022-07-04,581.5,586.5,572.0,575.4000244140625,570.9877319335938,1698911
2022-07-05,579.0,583.7999877929688,570.0,570.8499755859375,566.4725952148438,1576894
2022-07-06,570.8499755859375,579.1500244140625,557.0,577.2999877929688,572.8731079101562,2751283
2022-07-07,584.2999877929688,588.0,578.0999755859375,582.6500244140625,578.18212890625,2197534
2022-07-08,586.0,591.0,583.4000244140625,589.0,584.4833984375,1642440
2022-07-11,587.5999755859375,594.6500244140625,583.75,592.9000244140625,588.353515625,1443087
2022-07-12,589.0,601.2000122070312,582.3499755859375,590.25,585.723876953125,1990023
2022-07-13,593.0,605.5999755859375,591.2999877929688,592.7999877929688,588.2542724609375,2991446
2022-07-14,594.9500122070312,597.8499755859375,581.0,585.7000122070312,581.208740234375,1831386
2022-07-15,589.0,594.4000244140625,586.0999755859375,591.25,586.7161865234375,1140354
2022-07-18,595.7999877929688,605.0,595.25,604.0,599.3684692382812,2221750
2022-07-19,600.0,611.5,599.0,607.75,603.0896606445312,2129099
2022-07-20,615.9500122070312,617.4000244140625,606.4500122070312,608.1500244140625,603.4866333007812,1599889
2022-07-21,608.0,612.9000244140625,603.1500244140625,607.8499755859375,603.1888427734375,1622641
2022-07-22,610.6500244140625,616.7999877929688,607.0499877929688,609.75,605.0742797851562,1465991
2022-07-25,609.2999877929688,610.7999877929688,596.0499877929688,599.2999877929688,594.7044677734375,1288536
2022-07-26,597.5999755859375,598.9000244140625,591.0,596.0499877929688,591.4793701171875,1549042
2022-07-27,593.0,602.25,588.7999877929688,600.9500122070312,596.3418579101562,1176622
2022-07-28,604.0999755859375,606.8499755859375,598.0999755859375,602.5,597.8798828125,1600700
2022-07-29,606.0,640.0,605.2000122070312,637.0999755859375,632.214599609375,6964646
2022-08-01,646.3499755859375,647.9000244140625,632.75,641.9000244140625,636.977783203125,3068787
2022-08-02,639.5,654.9000244140625,632.0,647.9500122070312,642.9813842773438,3211110
2022-08-03,645.3499755859375,648.6500244140625,635.0,642.1500244140625,637.2258911132812,1638012
2022-08-04,645.0,649.4000244140625,631.0499877929688,639.0,634.1000366210938,1794443
2022-08-05,640.6500244140625,647.2000122070312,637.7999877929688,642.3499755859375,637.42431640625,1225071
2022-08-08,643.0,661.0,642.4000244140625,658.5,653.4505004882812,3886443
2022-08-10,663.25,677.5,654.2000122070312,673.1500244140625,667.9881591796875,5461816
2022-08-11,688.0,691.3499755859375,652.2999877929688,670.0999755859375,664.9615478515625,8853819
2022-08-12,670.2000122070312,684.9500122070312,663.7000122070312,666.4500122070312,661.3395385742188,4080911
2022-08-16,669.7999877929688,676.0,666.0,668.1500244140625,663.0265502929688,1596822
2022-08-17,668.9500122070312,676.0,668.1500244140625,671.6500244140625,666.4996948242188,1526304
2022-08-18,674.0,723.0,673.0,714.1500244140625,710.260009765625,10273793
2022-08-19,706.9000244140625,752.75,697.1500244140625,735.1500244140625,731.1456298828125,25609355
2022-08-22,719.0,726.5,703.2000122070312,712.5,708.6190185546875,9845889
2022-08-23,703.0,719.0,698.2999877929688,714.9500122070312,711.0556640625,4889154
2022-08-24,714.9500122070312,729.0,708.1500244140625,724.2999877929688,720.3546752929688,4455258
2022-08-25,729.9000244140625,733.75,715.0,717.0,713.094482421875,3528550
2022-08-26,720.0,727.75,716.0999755859375,718.6500244140625,714.7355346679688,1996839
2022-08-29,666.0,697.0,666.0,691.7999877929688,688.03173828125,5290429
2022-08-30,699.9500122070312,713.8499755859375,696.2000122070312,710.75,706.8785400390625,3375748
2022-09-01,707.0,716.8499755859375,703.2000122070312,707.0499877929688,703.1986694335938,2309164
2022-09-02,713.9000244140625,726.2000122070312,710.1500244140625,712.6500244140625,708.7681884765625,3497693
2022-09-05,716.25,721.4500122070312,710.0,710.9000244140625,707.0277099609375,1573079
2022-09-06,714.9000244140625,717.6500244140625,705.2000122070312,708.2999877929688,704.4418334960938,1471443
2022-09-07,707.0,711.5,701.5999755859375,706.4500122070312,702.6019287109375,1244503
2022-09-08,713.2000122070312,724.0,709.1500244140625,714.7999877929688,710.9064331054688,2501592
2022-09-09,718.5,721.4500122070312,710.0,711.7999877929688,707.9227905273438,1383138
2022-09-12,715.0,725.0,713.5,721.2999877929688,717.3710327148438,2318918
2022-09-13,724.9500122070312,727.7000122070312,718.0,719.9500122070312,716.0284423828125,1479262
2022-09-14,712.0,718.6500244140625,708.0499877929688,712.8499755859375,708.967041015625,1269173
2022-09-15,716.4500122070312,738.0,715.0999755859375,724.3499755859375,720.4044189453125,5718669
2022-09-16,724.4000244140625,730.3499755859375,692.0,703.0,699.1707153320312,3745099
2022-09-19,704.9000244140625,709.4000244140625,689.7999877929688,692.0,688.2306518554688,2263251
2022-09-20,699.9000244140625,715.0,698.4000244140625,706.1500244140625,702.3035888671875,2330872
2022-09-21,707.9500122070312,712.9500122070312,695.7999877929688,700.3499755859375,696.53515625,1419089
2022-09-22,700.0,705.0,693.0999755859375,700.9000244140625,697.0822143554688,1654457
2022-09-23,703.5,706.8499755859375,684.0,685.7999877929688,682.0643920898438,1804335
2022-09-26,680.0,681.4000244140625,661.0,664.5,660.8804321289062,3249490
2022-09-27,668.0,681.7000122070312,664.0499877929688,676.6500244140625,672.9642944335938,2808630
2022-09-28,671.9000244140625,682.9000244140625,666.7000122070312,680.0999755859375,676.3954467773438,2044821
2022-09-29,689.0499877929688,712.0,684.5,707.0,703.14892578125,5846347
2022-09-30,705.0,712.0,695.2000122070312,706.0,702.1544189453125,3220279
2022-10-03,705.9500122070312,709.4500122070312,700.0999755859375,706.1500244140625,702.3035888671875,1735784
2022-10-04,714.0,720.0,708.7000122070312,719.25,715.3322143554688,2443139
2022-10-06,725.7999877929688,734.7000122070312,720.0499877929688,731.25,727.266845703125,4123619
2022-10-07,733.0,737.5999755859375,724.0499877929688,735.25,731.2450561523438,3152365
2022-10-10,725.5,735.4500122070312,722.8499755859375,731.2000122070312,727.2171630859375,1952447
2022-10-11,735.0,746.5999755859375,721.0999755859375,725.5999755859375,721.6475830078125,3747651
2022-10-12,730.0,734.7000122070312,706.5499877929688,722.2999877929688,718.3656005859375,2818945
2022-10-13,722.0,727.9000244140625,711.5999755859375,724.0999755859375,720.15576171875,1887973
2022-10-14,732.0,733.9500122070312,719.4000244140625,722.8499755859375,718.91259765625,1612489
2022-10-17,719.2000122070312,729.7999877929688,712.3499755859375,728.0,724.0345458984375,1387810
2022-10-18,731.6500244140625,734.7000122070312,725.0,731.1500244140625,727.1674194335938,1675213
2022-10-19,733.0,755.4500122070312,730.2000122070312,742.7999877929688,738.75390625,6094000
2022-10-20,738.9500122070312,745.0,725.5999755859375,742.6500244140625,738.6047973632812,2237769
2022-10-21,743.0,756.0,735.2999877929688,743.5499877929688,739.4998779296875,2936578
2022-10-24,749.0,750.4500122070312,740.0499877929688,743.7999877929688,739.7484741210938,649393
2022-10-25,742.25,747.0,735.5999755859375,740.4000244140625,736.3670654296875,1544325
2022-10-27,746.0,746.9000244140625,736.7999877929688,741.25,737.21240234375,1783787
2022-10-28,741.2999877929688,744.7999877929688,735.25,739.4000244140625,735.3724975585938,1484665
2022-10-31,744.0,752.8499755859375,738.0,741.2000122070312,737.1626586914062,1993381
2022-11-01,745.0,747.6500244140625,739.3499755859375,742.25,738.2069702148438,1359226
2022-11-02,742.0,761.2999877929688,738.25,755.4500122070312,751.3350830078125,3424051
2022-11-03,751.9500122070312,760.0,746.0,751.4000244140625,747.30712890625,2828562
2022-11-04,752.0,766.4500122070312,748.0499877929688,758.5,754.368408203125,4743835
2022-11-07,762.2999877929688,774.9000244140625,761.5,763.9000244140625,759.739013671875,4583239
2022-11-09,769.5,771.0,759.5,761.25,757.1034545898438,1566292
2022-11-10,762.0,763.0,738.0,744.4500122070312,740.3949584960938,2557799
2022-11-11,755.0,757.7000122070312,744.5,747.7999877929688,743.7266845703125,1668424
2022-11-14,751.7000122070312,765.0,750.0499877929688,758.7999877929688,754.6668090820312,2342968
2022-11-15,750.0,750.0,731.5499877929688,740.6500244140625,736.6156616210938,4125858
2022-11-16,742.0,748.7999877929688,722.0499877929688,728.1500244140625,724.1837768554688,2945626
2022-11-17,723.0,738.4500122070312,723.0,726.4500122070312,722.4930419921875,1607026
2022-11-18,731.0,733.0,714.3499755859375,718.0999755859375,714.1884765625,1537039
2022-11-21,711.0,722.0499877929688,710.5999755859375,715.5499877929688,711.65234375,1154333
2022-11-22,714.0,719.0,713.0,715.1500244140625,711.2545776367188,876182
2022-11-23,718.75,724.4000244140625,717.2000122070312,721.7999877929688,717.8683471679688,1116201
2022-11-24,722.0,727.7999877929688,721.4000244140625,723.5499877929688,719.6087646484375,1110302
2022-11-25,727.9500122070312,727.9500122070312,720.0,721.7000122070312,717.7689208984375,800689
2022-11-28,720.0,735.7999877929688,719.0,725.9000244140625,721.946044921875,1780538
2022-11-29,722.0499877929688,729.4000244140625,720.0999755859375,723.0,719.061767578125,848626
2022-11-30,726.0,739.4000244140625,726.0,736.2000122070312,732.1898803710938,2643749
2022-12-01,739.9000244140625,739.9000244140625,730.0,731.9500122070312,727.9630737304688,1155151
2022-12-02,735.0,735.0,727.2999877929688,730.0999755859375,726.1231079101562,926912
2022-12-05,733.0,733.7000122070312,725.0999755859375,729.0999755859375,725.1285400390625,1114128
2022-12-06,728.9000244140625,742.5,714.0999755859375,716.4500122070312,712.5474853515625,3646370
2022-12-07,717.5,722.75,712.4500122070312,717.2999877929688,713.392822265625,1847900
2022-12-08,721.5999755859375,722.5499877929688,715.5,720.6500244140625,716.724609375,1090422
2022-12-09,722.5,727.5,717.75,722.1500244140625,718.2164306640625,1253279
2022-12-12,720.9500122070312,725.0,710.5,723.9000244140625,719.9569091796875,1082376
2022-12-13,724.5,730.4000244140625,721.0,722.8499755859375,718.91259765625,1172294
2022-12-14,725.0,739.9000244140625,723.6500244140625,734.9000244140625,730.89697265625,1858776
2022-12-15,698.5,702.5,687.0,689.0499877929688,685.2966918945312,14531256
2022-12-16,681.4000244140625,682.9000244140625,668.1500244140625,672.1500244140625,668.4888305664062,8857773
2022-12-19,675.75,681.5999755859375,673.0,676.7999877929688,673.1134643554688,2696707
2022-12-20,676.4500122070312,678.0,667.0,674.1500244140625,670.4779052734375,4253915
2022-12-21,677.5,678.7000122070312,650.1500244140625,653.5499877929688,649.9900512695312,3812361
2022-12-22,657.0,657.4500122070312,632.25,640.9500122070312,637.458740234375,4836262
2022-12-23,634.5,638.0499877929688,605.0,607.25,603.9422607421875,7402977
2022-12-26,610.0999755859375,629.4000244140625,606.0,622.0499877929688,618.6616821289062,3578861
2022-12-27,628.0,634.9500122070312,623.0499877929688,633.0999755859375,629.6514892578125,2032618
2022-12-28,635.0,641.0,630.4500122070312,638.75,635.2706909179688,2067777
2022-12-29,636.0,636.7999877929688,627.5499877929688,633.0499877929688,629.6017456054688,2332891
2022-12-30,638.0,645.5499877929688,635.5999755859375,639.7000122070312,636.215576171875,1680270
