Date,Open,High,Low,Close,Adj Close,Volume,EMA-200,EMA-100,EMA-50,EMA-21,EMA-5,MACD,macdEMA,macdHistory,RSI-14,Brent_Crude_Price,USD_INR_Exchange_Rate,FTSE_Index,Dow_Index,Hang_Seng_Index,India_Vix
2009-01-19,2828.699951171875,2868.199951171875,2819.89990234375,2846.199951171875,2846.199951171875,0,3903.775038866896,3305.873091968459,2990.850262426675,2886.718000461348,2825.544572743152,-31.466725983217657,-13.007683357198186,-18.45904262601947,47.147486826989685,,48.53900146484375,4108.5,,13339.990234375,
2009-01-20,2842.89990234375,2842.89990234375,2758.0,2796.60009765625,2796.60009765625,0,3892.758372785198,3295.7884782197025,2983.232608906266,2878.5254638427027,2815.896414380851,-34.53980328761918,-17.314107343282384,-17.225695944336795,44.702960186961334,43.619998931884766,48.909000396728516,4091.39990234375,7949.08984375,12959.76953125,56.650001525878906
2009-01-21,2777.39990234375,2787.300048828125,2690.199951171875,2706.14990234375,2706.14990234375,0,3880.951323328069,3284.1124668162183,2972.366620413618,2862.854958251889,2779.3142437018173,-43.76926914035403,-22.60513970269671,-21.164129437657316,40.57178043802428,45.02000045776367,49.132999420166016,4059.89990234375,8228.099609375,12583.6298828125,46.41999816894531
2009-01-22,2714.699951171875,2744.85009765625,2681.39990234375,2713.800048828125,2713.800048828125,0,3869.3378778106567,3272.8191516085335,2962.226754861246,2849.304511940638,2757.4761787439197,-49.89126894485025,-28.06236555112742,-21.828903393722833,41.06784143660871,45.38999938964844,49.08100128173828,4052.199951171875,8122.7998046875,12657.990234375,47.290000915527344
2009-01-23,2705.449951171875,2765.550048828125,2661.64990234375,2678.550048828125,2678.550048828125,0,3857.4892426964025,3261.051446602981,2951.1021781540644,2833.7813789304096,2731.1674687719883,-56.931111880625394,-33.83611481702702,-23.094997063598377,39.43444302548117,48.369998931884766,49.018001556396484,4052.5,8077.56005859375,12578.599609375,47.27000045776367
2009-01-27,2686.050048828125,2777.300048828125,2685.25,2771.35009765625,2771.35009765625,0,3846.681888019386,3251.354390188194,2944.053076958072,2828.105807905486,2744.5616784000754,-54.39501784252889,-37.94789542212739,-16.4471224204015,45.57188390246387,43.72999954223633,48.79100036621094,4194.39990234375,8174.72998046875,,42.25
2009-01-28,2771.10009765625,2855.39990234375,2765.60009765625,2849.5,2849.5,0,3836.759680178397,3243.3968775112,2940.3451131557945,2830.0507344595326,2779.5411189333836,-45.55398309189741,-39.46911295608139,-6.084870135816018,50.152944472110036,44.900001525878906,48.79199981689453,4295.2001953125,8375.4501953125,,39.65999984741211
2009-01-29,2849.35009765625,2873.85009765625,2795.35009765625,2823.949951171875,2823.949951171875,0,3826.6819714320636,3235.090997781708,2935.7805969995625,2829.496117797018,2794.3440630128807,-40.146293286758464,-39.6045490222168,-0.5417442645416628,48.709486121010904,45.400001525878906,48.87300109863281,4190.10009765625,8149.009765625,13154.4296875,42.630001068115234
2009-01-30,2824.050048828125,2881.0,2774.10009765625,2874.800048828125,2874.800048828125,0,3817.2105095156066,3227.9565235450036,2933.3892029536237,2833.614656981664,2821.1627249512953,-31.39557361742709,-37.96275394125886,6.567180323831771,51.68960216857697,45.880001068115234,48.733001708984375,4149.60009765625,8000.85986328125,13278.2099609375,44.84000015258789
2009-02-02,2872.35009765625,2873.449951171875,2760.699951171875,2766.64990234375,2766.64990234375,0,3806.7571701407624,3218.821738966761,2926.8504068512757,2827.526952014581,2802.9917840821136,-32.80917446650619,-36.93203804630833,4.122863579802136,45.618628438715135,43.81999969482422,48.92499923706055,4077.800048828125,7936.75,12861.490234375,45.52000045776367
2009-02-03,2773.5,2831.699951171875,2752.89990234375,2783.89990234375,2783.89990234375,0,3796.5794858840754,3210.2094253702658,2921.2445047137257,2823.56085658996,2796.627823502659,-32.16673439707847,-35.978977316462355,3.812242919383884,46.694047045781936,44.08000183105469,48.736000061035156,4164.5,8078.35986328125,12776.8896484375,43.060001373291016
2009-02-04,2780.699951171875,2842.199951171875,2780.699951171875,2803.050048828125,2803.050048828125,0,3786.6936208387424,3202.1468634585403,2916.6094280123298,2821.6962377025206,2798.768565277814,-29.769178675587227,-34.73701758828733,4.967838912700103,47.9252295579266,44.150001525878906,48.55099868774414,4228.60009765625,7956.66015625,13063.8896484375,43.849998474121094
2009-02-05,2802.75,2816.800048828125,2754.85009765625,2780.050048828125,2780.050048828125,0,3776.677266888388,3193.7885106935814,2911.2541582404,2817.910220532121,2792.5290597945846,-29.386259763585258,-33.66686602334691,4.2806062597616545,46.53506108900611,46.459999084472656,48.71500015258789,4228.89990234375,8063.06982421875,13178.900390625,43.72999954223633
2009-02-06,2779.35009765625,2852.5,2778.64990234375,2843.10009765625,2843.10009765625,0,3767.387941821402,3186.8441856829413,2908.581449982198,2820.2002093615874,2809.3860724151396,-23.7217323930945,-31.67783929729643,7.956106904201931,50.752329108384686,46.209999084472656,48.09000015258789,4291.89990234375,8280.58984375,13655.0400390625,43.369998931884766
2009-02-09,2843.050048828125,2926.75,2840.14990234375,2919.89990234375,2919.89990234375,0,3758.955225010679,3181.558160270284,2909.025310859122,2829.263817814511,2846.2240157246765,-12.886899094783075,-27.91965125679376,15.032752162010684,55.370244840081725,46.02000045776367,48.5359992980957,4307.60009765625,8270.8701171875,13769.0595703125,43.63999938964844
2009-02-10,2919.699951171875,2957.39990234375,2891.75,2934.5,2934.5,0,3750.7516904334584,3176.6659194728527,2910.024318276411,2838.8307434677376,2875.649343816451,-3.086530183701143,-22.953027042175236,19.866496858474093,56.21087867655958,44.61000061035156,48.59199905395508,4213.10009765625,7888.8798828125,13880.6396484375,46.66999816894531
2009-02-11,2933.0,2937.5,2877.60009765625,2925.699951171875,2925.699951171875,0,3742.542220391055,3171.6962963381798,2910.639048978194,2846.727944168114,2892.3328796015926,3.924997463293039,-17.57742214108158,21.50241960437462,55.53192661979849,44.279998779296875,48.608001708984375,4234.2998046875,7939.52978515625,13539.2099609375,44.529998779296875
2009-02-12,2927.39990234375,2939.0,2886.550048828125,2893.050048828125,2893.050048828125,0,3734.089561967543,3166.1785488627334,2909.9492842664263,2850.939044591751,2892.5719360104367,6.769079649746345,-12.708121782915995,19.47720143266234,52.975264392445055,,48.74700164794922,4202.2001953125,7932.759765625,13228.2998046875,41.25
2009-02-13,2896.949951171875,2969.75,2896.85009765625,2948.35009765625,2948.35009765625,0,3726.2712588400673,3161.865114185377,2911.4551985170074,2859.794594870342,2911.1646565590413,13.331608566735667,-7.500175712985662,20.83178427972133,56.618316066330124,46.2599983215332,48.7599983215332,4189.60009765625,7850.41015625,13554.669921875,42.93000030517578
2009-02-16,2948.25,2953.199951171875,2839.10009765625,2848.5,2848.5,0,3717.537216463549,3155.659864399528,2908.986367202615,2858.7678135184924,2890.2764377060275,10.356013932918358,-3.928937783804858,14.284951716723217,49.20584033328668,,48.71799850463867,4134.7998046875,,13455.8798828125,
2009-02-17,2853.85009765625,2854.64990234375,2757.300048828125,2770.5,2770.5,0,3708.1139605783396,3148.0329363916167,2903.5555292731005,2850.743466834993,2850.350958470685,1.68446812086313,-2.80625660287126,4.49072472373439,44.32407590897633,42.45000076293945,49.45000076293945,4034.10009765625,7552.60009765625,12945.400390625,48.65999984741211
2009-02-18,2755.14990234375,2806.5,2736.64990234375,2776.14990234375,2776.14990234375,0,3698.8406863670502,3140.668915915421,2898.559230177832,2843.9622336994253,2825.6172730950398,-4.67796978561455,-3.180599239419918,-1.4973705461946323,44.75164913853304,40.75,49.89500045776367,4006.800048828125,7555.6298828125,13016.0,48.459999084472656
2009-02-19,2776.699951171875,2802.14990234375,2767.60009765625,2789.35009765625,2789.35009765625,0,3689.791028767938,3133.7121076330614,2894.276519098554,2838.9974940591364,2813.528214615443,-8.556468578745353,-4.255773107285005,-4.300695471460347,45.79895806846794,43.279998779296875,49.599998474121094,4018.39990234375,7465.9501953125,13023.3603515625,47.08000183105469
2009-02-20,2789.300048828125,2789.300048828125,2709.300048828125,2736.449951171875,2736.449951171875,0,3680.305047896335,3125.845530277394,2888.087241924959,2829.6749901602943,2787.835460134254,-15.717623551276574,-6.54814319608332,-9.169480355193254,42.335415609084905,43.13999938964844,49.06800079345703,3889.10009765625,7365.669921875,12699.169921875,49.29999923706055
2009-02-24,2737.25,2746.199951171875,2677.550048828125,2733.89990234375,2733.89990234375,0,3670.888081273921,3118.0842307143516,2882.040679588441,2820.968163995154,2769.8569408707526,-21.35251953540319,-9.509018463947294,-11.843501071455895,42.16986019630225,43.84000015258789,49.77399826049805,3816.39990234375,7350.93994140625,12798.51953125,45.4900016784668
2009-02-25,2733.449951171875,2789.35009765625,2733.449951171875,2762.5,2762.5,0,3661.8493938980614,3111.0429588190177,2877.352809800659,2815.652876359231,2767.4046272471683,-23.242501253688715,-12.255715021895579,-10.986786231793136,44.77814064177058,45.41999816894531,49.75199890136719,3849.0,7270.89013671875,13005.080078125,44.66999816894531
2009-02-26,2762.199951171875,2797.800048828125,2731.89990234375,2785.64990234375,2785.64990234375,0,3653.1309909970237,3104.599531958121,2873.7566173513687,2812.9253332669145,2773.4863856126954,-22.611668495537288,-14.326905716623921,-8.284762778913366,46.86709955399827,47.61000061035156,50.19200134277344,3915.60009765625,7182.080078125,12894.9404296875,44.65999984741211
2009-02-27,2785.699951171875,2787.199951171875,2708.449951171875,2763.64990234375,2763.64990234375,0,3644.2804329009714,3097.8480541439753,2869.438706958913,2808.445748637536,2770.2075578563804,-23.61472922922985,-16.184470419145107,-7.430258810084744,45.12027684597213,47.20000076293945,50.650001525878906,3830.10009765625,7062.93017578125,12811.5703125,46.349998474121094
2009-03-02,2764.60009765625,2764.60009765625,2659.550048828125,2674.60009765625,2674.60009765625,0,3634.6318723512727,3089.466906490753,2861.797977182338,2796.2779621846917,2738.338404456337,-31.23517742324293,-19.19461181996467,-12.04056560327826,38.81411123910845,43.15999984741211,51.54600143432617,3625.800048828125,6763.2900390625,12317.4599609375,52.650001525878906
2009-03-03,2672.14990234375,2688.5,2611.550048828125,2622.39990234375,2622.39990234375,0,3624.5599124507003,3080.2180549234854,2852.4098173847465,2780.4708658355153,2699.6922370854745,-41.01377574919934,-23.558444605811605,-17.455331143387735,35.66718681919343,44.560001373291016,51.888999938964844,3512.10009765625,6726.02001953125,12033.8798828125,50.93000030517578
2009-03-04,2611.949951171875,2655.699951171875,2611.949951171875,2645.199951171875,2645.199951171875,0,3614.815037214095,3071.603835047216,2844.2839402783593,2768.1735099570024,2681.5281417809415,-46.38886996416704,-28.12452967748269,-18.26434028668435,38.030508983166364,46.9900016784668,51.43199920654297,3645.89990234375,6875.83984375,12331.150390625,47.560001373291016
2009-03-05,2645.89990234375,2663.89990234375,2564.10009765625,2576.699951171875,2576.699951171875,0,3604.485533870391,3061.8037581387935,2833.7904505094775,2750.766822794718,2646.5854115779193,-55.5358654891229,-33.606796839810734,-21.929068649312164,33.99045772056405,44.779998779296875,51.69300079345703,3529.89990234375,6594.43994140625,12211.240234375,50.16999816894531
2009-03-06,2576.75,2628.10009765625,2539.449951171875,2620.14990234375,2620.14990234375,0,3594.691149477091,3053.0581372319607,2825.4123897970962,2738.892557299175,2637.7735751665296,-58.60333464751011,-38.606104401350606,-19.997230246159504,38.456476063654684,45.939998626708984,51.56399917602539,3530.699951171875,6626.93994140625,11921.51953125,49.33000183105469
2009-03-09,2620.10009765625,2621.25,2555.60009765625,2573.14990234375,2573.14990234375,0,3584.5265599533764,3043.5550038678375,2815.5197432302984,2723.825043212318,2616.2323508922696,-64.08806592946576,-43.70249670697363,-20.385569222492123,35.646971938936936,45.349998474121094,51.7869987487793,3542.39990234375,6547.0498046875,11344.580078125,49.68000030517578
2009-03-12,2574.5,2646.10009765625,2574.5,2617.449951171875,2617.449951171875,0,3574.9039071296797,3035.117280052076,2807.752300404478,2714.1545802995506,2616.638217652138,-64.12096470904498,-47.786190307387905,-16.33477440165708,40.089728402623074,46.20000076293945,51.62699890136719,3712.10009765625,7170.06005859375,12001.5302734375,41.18000030517578
2009-03-13,2616.60009765625,2726.14990234375,2616.60009765625,2719.25,2719.25,0,3566.3899379045088,3028.8624824272824,2804.2816219572433,2714.6178002723186,2650.842145101425,-55.295215245685085,-49.28799529504734,-6.007219950637747,48.83176158863936,45.880001068115234,51.48899841308594,3753.699951171875,7223.97998046875,12525.7998046875,42.36000061035156
2009-03-16,2716.050048828125,2781.949951171875,2701.949951171875,2777.25,2777.25,0,3558.537799218892,3023.880057032683,2803.221558351077,2720.3116366111985,2692.9780967342836,-43.12352874025282,-48.05510198408844,4.931573243835615,53.03647624172949,46.459999084472656,51.28900146484375,3864.0,7216.97021484375,12976.7099609375,43.7400016784668
2009-03-17,2776.35009765625,2805.60009765625,2738.699951171875,2757.449951171875,2757.449951171875,0,3550.56677585524,3018.604213352271,2801.4265933636575,2723.6878470258057,2714.468714880147,-34.67536196883566,-45.37915398103788,10.703792012202221,51.48119952185065,48.2400016784668,51.29499816894531,3857.10009765625,7395.7001953125,12878.08984375,40.79999923706055
2009-03-18,2757.64990234375,2836.050048828125,2752.25,2794.699951171875,2794.699951171875,0,3543.045712923067,3014.1704655863227,2801.1628034737837,2730.1434928572667,2741.212460310723,-24.68975709699771,-41.241274604229844,16.551517507232134,54.202162783101635,47.65999984741211,51.22999954223633,3805.0,7486.580078125,13117.169921875,40.060001373291016
2009-03-19,2797.050048828125,2822.25,2771.35009765625,2807.14990234375,2807.14990234375,0,3535.7233665491435,3010.0710484924102,2801.397591664763,2737.144075537856,2763.1916076550656,-15.591754245271659,-36.11137053243821,20.51961628716655,55.1083220081404,50.66999816894531,50.31399917602539,3816.89990234375,7400.7998046875,13130.919921875,43.68000030517578
2009-03-20,2807.35009765625,2816.10009765625,2773.64990234375,2807.050048828125,2807.050048828125,0,3528.4728857758,3006.050830677276,2801.6192566515615,2743.4991640187895,2777.8110880460854,-8.29397104650161,-30.547890635250887,22.253919588749277,55.09890565114118,51.220001220703125,50.5880012512207,3842.89990234375,7278.3798828125,12833.509765625,45.88999938964844
2009-03-23,2807.25,2949.75,2807.25,2939.89990234375,2939.89990234375,0,3522.616438179461,3004.7409113043345,2807.042027070863,2761.353776593786,2831.8406928119734,8.115892663712657,-22.815133975458178,30.931026639170835,63.929669202200145,53.470001220703125,50.30400085449219,3952.800048828125,7775.85986328125,13447.419921875,43.22999954223633
2009-03-24,2923.800048828125,3017.39990234375,2914.5,2938.699951171875,2938.699951171875,0,3516.806323880878,3003.4331695195333,2812.205082917961,2777.476156100885,2867.4604455986073,20.784412084913583,-14.095224763383824,34.87963684829741,63.807601455489184,53.5,50.327999114990234,3911.5,7659.97021484375,13910.33984375,42.93000030517578
2009-03-25,2938.800048828125,2996.5,2923.300048828125,2984.35009765625,2984.35009765625,0,3511.5082519781454,3003.055286908379,2818.9558678096587,2796.2828780604636,2906.4236629511547,34.11463799389685,-4.453252211927689,38.56789020582454,66.43344320749887,51.75,50.39699935913086,3900.300048828125,7749.81005859375,13622.1103515625,42.25
2009-03-26,2982.25,3103.35009765625,2982.25,3082.25,3082.25,0,3507.2370255903033,3004.623499048807,2829.2811278955546,2822.279889145876,2965.0324419674366,51.979455197942116,6.833289270046274,45.146165927895844,71.25073256097072,53.459999084472656,50.34600067138672,3925.199951171875,7924.56005859375,14108.98046875,40.36000061035156
2009-03-27,3079.39990234375,3123.35009765625,3055.89990234375,3108.64990234375,3108.64990234375,0,3503.2709845629743,3006.683427826925,2840.2367661092094,2848.313526709319,3012.9049287595412,67.48972350547956,18.964576117132932,48.525147388346625,72.40098780662858,51.97999954223633,50.92499923706055,3898.89990234375,7776.18017578125,14119.5,41.040000915527344
2009-03-30,3108.75,3110.199951171875,2962.39990234375,2978.14990234375,2978.14990234375,0,3498.0458991677583,3006.1184075203273,2845.645124392917,2860.116833585176,3001.3199199542773,68.46227305120829,28.864115503948003,39.598157547260286,59.68800697851366,47.9900016784668,50.96900177001953,3762.89990234375,7522.02001953125,13456.330078125,45.540000915527344
2009-03-31,2981.699951171875,3054.300048828125,2966.39990234375,3020.949951171875,3020.949951171875,0,3493.2986758046154,3006.4121014540215,2852.519823482288,2874.738026093058,3007.8632636934767,71.85829413399506,37.46295122995741,34.39534290403765,62.042099459394166,49.22999954223633,50.784000396728516,3926.10009765625,7608.919921875,13576.01953125,44.13999938964844
2009-04-01,3023.85009765625,3069.300048828125,2965.699951171875,3060.35009765625,3060.35009765625,0,3488.9907297533878,3007.4801805867387,2860.6700303126395,2891.611850780621,3025.3588750144013,76.8431281020662,45.33898660437917,31.50414149768703,64.1193451471292,48.439998626708984,50.542999267578125,3955.60009765625,7761.60009765625,13519.5400390625,42.279998779296875
2009-04-02,3061.050048828125,3228.75,3061.050048828125,3211.050048828125,3211.050048828125,0,3486.2251508387085,3011.5112670865683,2874.4104231956,2920.6516869667576,3087.255932952309,91.89456816367237,54.65010291623781,37.24446524743456,70.71962407604056,52.75,50.24100112915039,4125.0,7978.080078125,14521.9697265625,42.040000915527344
2009-04-06,3211.35009765625,3303.89990234375,3211.35009765625,3256.60009765625,3256.60009765625,0,3483.940324438883,3016.364511256265,2889.398253566606,2951.1924515748933,3143.703987853623,106.27339754109244,64.97476184120873,41.298635699883704,72.37380648046796,52.2400016784668,49.9119987487793,3993.5,7975.85009765625,14998.0400390625,40.93000030517578
2009-04-08,3255.35009765625,3357.050048828125,3149.25,3342.949951171875,3342.949951171875,0,3482.5374351526443,3022.8315496704354,2907.1845946491653,2986.8067697200736,3210.119308959707,123.2160767065161,76.62302481427021,46.593051892245896,75.23060486542678,51.59000015258789,50.09000015258789,3925.5,7837.10986328125,14474.8603515625,38.849998474121094
2009-04-09,3346.0,3401.14990234375,3307.050048828125,3342.050048828125,3342.050048828125,0,3481.1395507116044,3029.1527080695973,2924.2381418718696,3019.101613275351,3254.0962222491794,135.014296643953,88.30127918020676,46.71301746374624,75.14339455883658,54.060001373291016,49.83000183105469,3983.699951171875,8083.3798828125,14901.41015625,36.529998779296875
2009-04-13,3342.199951171875,3417.800048828125,3334.14990234375,3382.60009765625,3382.60009765625,0,3480.1590586414018,3036.151666279234,2942.2131205300807,3052.146930037251,3296.9308473848696,145.95405351975614,99.83183404811663,46.12221947163951,76.46720976465808,52.13999938964844,49.7400016784668,,8057.81005859375,,37.810001373291016
2009-04-15,3381.449951171875,3497.550048828125,3311.800048828125,3484.14990234375,3484.14990234375,0,3480.1987685289873,3045.0229184785317,2963.465543346303,3091.41992751966,3359.3371990378296,160.96263317222565,112.05799387293844,48.90463929928721,79.42279997966007,,49.59700012207031,3968.39990234375,8029.6201171875,15669.6201171875,36.16999816894531
2009-04-16,3484.35009765625,3511.25,3354.199951171875,3369.5,3369.5,0,3479.097288245117,3051.448207221531,2979.3884632150757,3116.699934108782,3362.724799358553,161.74129871671357,121.99465484169346,39.74664387502011,68.90130349143703,,49.755001068115234,4053.0,8125.43017578125,15582.990234375,35.790000915527344
2009-04-17,3369.5,3489.85009765625,3359.25,3384.39990234375,3384.39990234375,0,3478.155025698835,3058.0413100952383,2995.2712647495337,3141.0362948574157,3369.949833686952,161.6967548292273,129.93507483920024,31.761679990027062,69.46740006262921,,49.63199996948242,4092.800048828125,8131.330078125,15601.26953125,33.939998626708984
2009-04-20,3384.75,3441.10009765625,3339.449951171875,3377.10009765625,3377.10009765625,0,3477.149504026769,3064.359305888526,3010.2449444713657,3162.4966405664004,3372.3332550100513,159.2368371094958,135.79542729325937,23.441409816236444,68.80656855749821,,50.053001403808594,3990.89990234375,7841.72998046875,15750.91015625,39.18000030517578
2009-04-21,3376.85009765625,3414.699951171875,3309.35009765625,3365.300048828125,3365.300048828125,0,3476.036574124295,3070.318528520993,3024.1686740539835,3180.933314044739,3369.988852949409,154.5535718999472,139.54705621459692,15.00651568535028,67.6856766920541,,50.266998291015625,3987.5,7969.56005859375,15285.8896484375,37.13999938964844
2009-04-22,3364.60009765625,3401.10009765625,3296.89990234375,3330.300048828125,3330.300048828125,0,3474.586459444731,3075.4666774379657,3036.1738260059105,3194.512108115956,3356.759251575648,146.3310299619825,140.90385096407402,5.42717899790847,64.33780371144586,,50.290000915527344,4030.699951171875,7886.56982421875,14878.4501953125,38.099998474121094
2009-04-23,3330.5,3439.89990234375,3310.5,3423.699951171875,3423.699951171875,0,3474.080126029081,3082.362385828736,3051.3709289535955,3215.347366575585,3379.0728181077234,145.67198185040615,141.85747714134044,3.814504709065716,68.77615471148314,,49.849998474121094,4018.199951171875,7957.06005859375,15214.4599609375,37.150001525878906
2009-04-24,3423.60009765625,3491.35009765625,3402.89990234375,3480.75,3480.75,0,3474.146492934264,3090.2512494756916,3068.2093238965917,3239.474878705077,3412.9652120718156,148.04655509571194,143.09529273221474,4.951262363497193,71.1389191803192,,49.60900115966797,4156.0,8076.2900390625,15258.849609375,36.81999969482422
2009-04-27,3481.300048828125,3517.25,3435.300048828125,3470.0,3470.0,0,3474.1052342981025,3097.771026713797,3083.965820998686,3260.4317079137063,3431.976808047877,147.36228564293788,143.94869131435937,3.4135943285785117,70.06304818344645,,50.08599853515625,4167.0,8025.0,14840.419921875,38.31999969482422
2009-04-28,3469.5,3471.949951171875,3351.5,3362.35009765625,3362.35009765625,0,3472.993242888731,3103.0102162374096,3094.8828514558454,3269.6970160721194,3408.7679045840014,136.55937821356565,142.47082869420063,-5.911450480634983,60.23841522359523,,50.43600082397461,4096.39990234375,8016.9501953125,14555.1103515625,37.95000076293945
2009-04-29,3371.64990234375,3486.39990234375,3366.699951171875,3473.949951171875,3473.949951171875,0,3473.0027623741353,3110.355557523241,3109.748227915298,3288.265464717552,3430.495253446626,135.44188203836893,141.0650393630343,-5.623157324665357,65.62061782781366,,49.87099838256836,4189.60009765625,8185.72998046875,14956.9501953125,36.08000183105469
2009-05-04,3478.699951171875,3664.5,3478.699951171875,3654.0,3654.0,0,3474.803729912701,3121.120794007929,3131.0914346637173,3321.514058834138,3504.996835631084,147.38582047385307,142.32919558519805,5.056624888655023,72.16662564314534,54.58000183105469,49.61000061035156,,8426.740234375,16381.0498046875,34.529998779296875
2009-05-05,3664.5,3682.199951171875,3618.75,3661.89990234375,3661.89990234375,0,3476.6653833697264,3131.8292912026977,3151.9074530041107,3352.4582264259207,3557.2978578686393,155.6941881476073,145.0021940976799,10.691994049927388,72.41480614283915,54.119998931884766,49.31100082397461,4336.89990234375,8410.650390625,16430.080078125,33.36000061035156
2009-05-06,3662.0,3717.050048828125,3608.64990234375,3625.050048828125,3625.050048828125,0,3478.141847702646,3141.596038878449,3170.4620646050525,3377.2393011897575,3579.8819215218014,157.48971082354592,147.49969744285312,9.990013380692801,69.31026048507952,56.150001525878906,49.30799865722656,4396.5,8512.2802734375,16834.5703125,32.45000076293945
2009-05-07,3617.14990234375,3692.050048828125,3617.14990234375,3683.89990234375,3683.89990234375,0,3480.1891915299207,3152.3347292440985,3190.596881771276,3405.1175376583024,3614.554581795784,161.7962800287496,150.35901396003243,11.437266068717179,71.41773180278325,56.470001220703125,49.189998626708984,4398.7001953125,8409.849609375,17217.890625,33.439998626708984
2009-05-08,3681.800048828125,3711.25,3582.85009765625,3620.699951171875,3620.699951171875,0,3481.5873085412836,3161.6092880941537,3207.4636688065934,3424.715938886809,3616.603038254481,158.28494891337505,151.94420095070095,6.340747962674101,66.16312168093894,58.13999938964844,49.150001525878906,4462.10009765625,8574.650390625,17389.869140625,32.04999923706055
2009-05-11,3615.75,3660.199951171875,3534.550048828125,3554.60009765625,3554.60009765625,0,3482.313803955363,3169.391284323106,3221.076862094815,3436.523589684031,3595.935391388404,148.45716614750881,151.2467939900625,-2.789627842553699,61.09972300137761,57.47999954223633,49.292999267578125,4435.5,8418.76953125,17087.94921875,32.869998931884766
2009-05-12,3554.64990234375,3691.64990234375,3534.199951171875,3681.10009765625,3681.10009765625,0,3484.2917770270133,3179.524132111881,3239.1169889795774,3458.7578176815055,3624.323626811019,149.15668487912353,150.82877216787472,-1.672087288751186,66.39938397221434,57.939998626708984,49.27299880981445,4425.5,8469.1103515625,17153.640625,31.799999237060547
